,580
314,10616
315,10617
314,10618
314,10619
314,10620
314,10621
314,10622
314,10624
314,10625
314,10626
314,10627
315,10628
314,10629
314,10630
314,10631
313,10632
313,10633
313,10634
313,10635
312,10636
312,10637
312,10638
313,10639
313,10640
313,10641
313,10642
313,10643
314,10644
314,10645
314,10646
313,10647
313,10648
313,10649
314,10650
314,10651
315,10652
315,10653
316,10654
316,10655
316,10656
316,10657
316,10658
316,10659
316,10660
316,10660
315,10661
315,10662
315,10663
315,10664
315,10665
315,10667
315,10668
314,10669
314,10670
314,10671
313,10672
312,10673
312,10674
312,10675
312,10676
313,10677
313,10678
313,10679
313,10680
313,10681
313,10682
314,10683
314,10684
314,10685
313,10686
313,10687
313,10688
312,10689
313,10690
313,10691
313,10692
313,10693
313,10694
313,10695
313,10696
312,10697
312,10698
312,10699
312,10700
312,10701
312,10702
312,10703
312,10704
312,10705
312,10706
312,10707
312,10708
313,10710
313,10711
314,10712
314,10712
315,10713
315,10714
315,10715
314,10716
314,10717
314,10718
314,10719
314,10720
314,10721
314,10722
313,10723
313,10724
312,10725
312,10726
312,10727
312,10728
312,10729
313,10730
313,10731
313,10732
314,10733
314,10734
315,10735
315,10736
315,10737
315,10738
315,10739
315,10740
314,10741
314,10742
314,10743
314,10744
314,10745
314,10746
314,10747
315,10748
314,10749
314,10750
314,10752
314,10753
313,10754
314,10755
314,10756
314,10757
314,10758
315,10759
315,10760
314,10761
314,10762
314,10763
314,10763
314,10764
314,10765
314,10766
314,10767
314,10768
314,10769
314,10770
314,10771
314,10772
314,10773
314,10774
314,10775
314,10776
314,10777
314,10778
314,10779
314,10780
314,10781
314,10782
313,10783
314,10784
314,10785
314,10786
314,10787
314,10788
314,10789
314,10790
314,10791
314,10792
314,10793
313,10795
313,10796
313,10797
313,10798
313,10799
314,10800
314,10801
314,10802
314,10803
314,10804
314,10805
314,10806
314,10807
315,10808
314,10809
314,10810
314,10811
314,10812
315,10813
315,10814
315,10815
315,10815
315,10816
314,10817
314,10818
314,10819
314,10820
314,10821
314,10822
314,10823
313,10824
313,10825
313,10826
313,10827
313,10828
313,10829
313,10830
313,10831
313,10832
313,10833
313,10834
313,10835
314,10836
314,10838
315,10839
315,10840
316,10841
316,10842
316,10843
317,10844
316,10845
316,10846
315,10847
315,10848
315,10849
314,10850
314,10851
314,10852
314,10853
314,10854
314,10855
314,10856
314,10857
313,10858
313,10859
313,10860
313,10861
312,10862
313,10863
313,10864
313,10865
313,10866
313,10866
314,10867
314,10868
314,10869
314,10870
314,10871
314,10872
314,10873
314,10874
314,10875
314,10876
314,10877
314,10878
313,10880
313,10881
313,10882
313,10883
314,10884
314,10885
314,10886
314,10887
314,10888
315,10889
315,10890
315,10891
315,10892
315,10893
315,10894
315,10895
315,10896
314,10897
313,10898
313,10899
313,10900
313,10901
313,10902
313,10903
313,10904
313,10905
313,10906
313,10907
314,10908
315,10909
315,10910
316,10911
316,10912
315,10913
315,10914
314,10915
314,10916
313,10917
313,10917
313,10918
313,10919
313,10920
313,10921
313,10923
314,10924
314,10925
315,10926
315,10927
316,10928
317,10929
318,10930
318,10931
318,10932
317,10933
317,10934
316,10935
315,10936
315,10937
315,10938
315,10939
315,10940
315,10941
314,10942
314,10943
313,10944
313,10945
312,10946
312,10947
313,10948
313,10949
314,10950
314,10951
314,10952
314,10953
314,10954
314,10955
314,10956
313,10957
313,10958
313,10959
312,10960
312,10961
312,10962
312,10963
312,10964
313,10966
313,10967
313,10968
313,10969
313,10970
314,10970
314,10971
314,10972
314,10973
314,10974
314,10975
314,10976
314,10977
315,10978
315,10979
315,10980
315,10981
316,10982
316,10983
316,10984
317,10985
317,10986
317,10987
317,10988
317,10989
316,10990
315,10991
314,10992
313,10993
313,10994
313,10995
313,10996
313,10997
313,10998
313,10999
313,11000
313,11001
313,11002
313,11003
313,11004
313,11005
312,11006
312,11008
312,11009
312,11010
313,11011
313,11012
313,11013
313,11014
314,11015
314,11016
314,11017
314,11018
314,11019
314,11020
314,11021
314,11021
314,11022
314,11023
314,11024
314,11025
314,11026
314,11027
313,11028
314,11029
314,11030
314,11031
315,11032
315,11033
315,11034
315,11035
315,11036
314,11037
314,11038
314,11039
313,11040
313,11041
313,11042
312,11043
312,11044
312,11045
312,11046
312,11047
312,11048
312,11049
312,11051
312,11052
313,11053
313,11054
313,11055
313,11056
313,11057
313,11058
313,11059
313,11060
313,11061
313,11062
313,11063
313,11064
313,11065
313,11066
314,11067
315,11068
315,11069
316,11070
316,11071
317,11072
317,11072
317,11073
317,11074
316,11075
316,11076
316,11077
316,11078
316,11079
316,11080
316,11081
316,11082
316,11083
316,11084
316,11085
316,11086
316,11087
316,11088
316,11089
315,11090
315,11091
314,11092
314,11094
313,11095
313,11096
312,11097
312,11098
312,11099
312,11100
312,11101
312,11102
311,11103
311,11104
312,11105
312,11106
312,11107
312,11108
312,11109
313,11110
313,11111
313,11112
313,11113
313,11114
312,11115
312,11116
312,11117
312,11118
311,11119
311,11120
311,11121
311,11122
311,11123
311,11124
312,11124
312,11125
312,11126
312,11127
312,11128
313,11129
313,11130
314,11131
315,11132
315,11133
315,11134
315,11136
315,11137
315,11138
315,11139
315,11140
314,11141
314,11142
314,11143
314,11144
314,11145
314,11146
314,11147
314,11148
315,11149
315,11150
315,11151
315,11152
315,11153
315,11154
315,11155
315,11156
315,11157
315,11158
314,11159
314,11160
313,11161
313,11162
313,11163
313,11164
314,11165
314,11166
315,11167
316,11168
316,11169
316,11170
316,11171
316,11172
316,11173
315,11174
315,11175
314,11175
314,11176
315,11177
315,11179
315,11180
315,11181
315,11182
315,11183
315,11184
315,11185
315,11186
314,11187
314,11188
314,11189
313,11190
313,11191
313,11192
313,11193
313,11194
313,11195
313,11196
312,11197
312,11198
312,11199
312,11200
312,11201
312,11202
312,11203
312,11204
312,11205
312,11206
312,11207
312,11208
312,11209
312,11210
312,11211
312,11212
312,11213
312,11214
312,11215
312,11216
311,11217
311,11218
311,11219
311,11220
311,11222
311,11223
311,11224
312,11225
312,11226
312,11227
313,11227
313,11228
314,11229
314,11230
314,11231
314,11232
314,11233
314,11234
314,11235
314,11236
314,11237
314,11238
315,11239
315,11240
315,11241
315,11242
315,11243
316,11244
316,11245
316,11246
316,11247
316,11248
316,11249
315,11250
315,11251
315,11252
316,11253
316,11254
316,11255
316,11256
316,11257
316,11258
315,11259
314,11260
314,11261
313,11262
313,11264
314,11265
314,11266
314,11267
314,11268
314,11269
314,11270
314,11271
314,11272
313,11273
313,11274
313,11275
313,11276
313,11277
313,11278
313,11279
313,11279
313,11280
313,11281
313,11282
314,11283
314,11284
314,11285
315,11286
314,11287
314,11288
314,11289
314,11290
314,11291
314,11292
314,11293
314,11294
314,11295
313,11296
313,11297
313,11298
312,11299
312,11300
313,11301
313,11302
313,11303
313,11304
313,11305
313,11307
313,11308
313,11309
313,11310
313,11311
313,11312
313,11313
313,11314
312,11315
312,11316
312,11317
311,11318
311,11319
311,11320
311,11321
311,11322
311,11323
311,11324
311,11325
312,11326
312,11327
312,11328
313,11329
313,11330
314,11330
314,11331
314,11332
314,11333
315,11334
315,11335
316,11336
317,11337
317,11338
319,11339
319,11340
319,11341
319,11342
319,11343
318,11344
317,11345
317,11346
317,11347
316,11348
315,11350
315,11351
315,11352
314,11353
313,11354
313,11355
312,11356
312,11357
312,11358
312,11359
312,11360
312,11361
312,11362
312,11363
312,11364
312,11365
312,11366
312,11367
312,11368
312,11369
312,11370
312,11371
312,11372
312,11373
312,11374
312,11375
312,11376
312,11377
312,11378
312,11379
312,11380
312,11381
312,11381
312,11382
313,11383
313,11384
314,11385
314,11386
314,11387
314,11388
314,11389
314,11390
314,11392
313,11393
313,11394
313,11395
313,11396
312,11397
313,11398
312,11399
312,11400
312,11401
313,11402
313,11403
313,11404
313,11405
313,11406
314,11407
314,11408
314,11409
314,11410
314,11411
314,11412
314,11413
315,11414
316,11415
316,11416
316,11417
316,11418
315,11419
315,11420
315,11421
314,11422
314,11423
314,11424
314,11425
314,11426
314,11427
314,11428
314,11429
314,11430
314,11431
314,11432
314,11433
314,11433
315,11435
315,11436
316,11437
316,11438
317,11439
317,11440
317,11441
317,11442
317,11443
317,11444
316,11445
316,11446
316,11447
316,11448
315,11449
315,11450
315,11451
314,11452
314,11453
313,11454
313,11455
312,11456
312,11457
312,11458
312,11459
311,11460
311,11461
311,11462
311,11463
311,11464
311,11465
311,11466
311,11467
311,11468
311,11469
311,11470
311,11471
311,11472
311,11473
311,11474
312,11475
313,11476
313,11478
314,11479
314,11480
315,11481
315,11482
315,11483
315,11484
315,11485
315,11485
315,11486
315,11487
315,11488
315,11489
315,11490
316,11491
316,11492
315,11493
315,11494
315,11495
315,11496
315,11497
314,11498
314,11499
314,11500
314,11501
314,11502
313,11503
313,11504
313,11505
313,11506
314,11507
314,11508
315,11509
316,11510
316,11511
317,11512
317,11513
317,11514
316,11515
316,11516
315,11517
315,11518
314,11520
314,11521
313,11522
313,11523
313,11524
313,11525
313,11526
313,11527
313,11528
314,11529
314,11530
314,11531
314,11532
315,11533
315,11534
315,11535
316,11536
316,11536
316,11537
316,11538
315,11539
315,11540
315,11541
314,11542
314,11543
314,11544
313,11545
313,11546
313,11547
312,11548
312,11549
312,11550
312,11551
312,11552
312,11553
312,11554
312,11555
312,11556
312,11557
312,11558
312,11559
312,11560
312,11561
312,11563
312,11564
312,11565
312,11566
313,11567
313,11568
313,11569
313,11570
313,11571
313,11572
313,11573
313,11574
313,11575
313,11576
313,11577
313,11578
313,11579
314,11580
315,11581
315,11582
315,11583
316,11584
316,11585
317,11586
317,11587
318,11588
318,11588
319,11589
319,11590
319,11591
318,11592
317,11593
317,11594
317,11595
317,11596
316,11597
316,11598
316,11599
316,11600
315,11601
314,11602
313,11603
313,11604
312,11606
312,11607
312,11608
312,11609
312,11610
312,11611
312,11612
312,11613
312,11614
312,11615
312,11616
312,11617
312,11618
311,11619
311,11620
311,11621
311,11622
312,11623
312,11624
312,11625
312,11626
313,11627
313,11628
313,11629
313,11630
314,11631
313,11632
313,11633
313,11634
313,11635
313,11636
313,11637
313,11638
313,11639
313,11639
314,11640
314,11641
315,11642
315,11643
315,11644
314,11645
314,11646
315,11648
315,11649
315,11650
315,11651
315,11652
315,11653
315,11654
315,11655
314,11656
314,11657
314,11658
314,11659
314,11660
315,11661
315,11662
314,11663
314,11664
314,11665
314,11666
313,11667
313,11668
313,11669
313,11670
313,11671
314,11672
314,11673
314,11674
314,11675
315,11676
314,11677
314,11678
314,11679
313,11680
313,11681
313,11682
313,11683
313,11684
313,11685
313,11686
313,11687
313,11688
313,11689
313,11691
313,11691
313,11692
313,11693
313,11694
313,11695
312,11696
312,11697
312,11698
312,11699
312,11700
312,11701
313,11702
313,11703
313,11704
314,11705
314,11706
314,11707
314,11708
314,11709
315,11710
314,11711
315,11712
315,11713
315,11714
314,11715
315,11716
315,11717
315,11718
315,11719
316,11720
316,11721
316,11722
316,11723
316,11724
316,11725
315,11726
315,11727
315,11728
314,11729
314,11730
314,11731
313,11732
313,11734
313,11735
313,11736
313,11737
313,11738
312,11739
312,11740
313,11741
314,11742
314,11743
315,11743
315,11744
315,11745
316,11746
315,11747
315,11748
315,11749
314,11750
313,11751
313,11752
313,11753
313,11754
312,11755
312,11756
312,11757
311,11758
312,11759
312,11760
312,11761
312,11762
312,11763
313,11764
313,11765
313,11766
313,11767
313,11768
313,11769
313,11770
313,11771
313,11772
313,11773
313,11774
314,11776
314,11777
314,11778
314,11779
314,11780
314,11781
314,11782
314,11783
314,11784
314,11785
314,11786
315,11787
315,11788
315,11789
315,11790
315,11791
314,11792
314,11793
313,11794
313,11794
313,11795
313,11796
313,11797
312,11798
312,11799
312,11800
311,11801
311,11802
311,11803
311,11804
311,11805
311,11806
311,11807
311,11808
311,11809
312,11810
313,11811
314,11812
314,11813
315,11814
316,11815
316,11816
316,11817
316,11819
316,11820
316,11821
316,11822
316,11823
316,11824
315,11825
315,11826
315,11827
315,11828
315,11829
315,11830
316,11831
316,11832
315,11833
315,11834
314,11835
314,11836
313,11837
313,11838
312,11839
312,11840
311,11841
311,11842
311,11843
311,11844
311,11845
311,11845
311,11846
312,11847
312,11848
312,11849
312,11850
312,11851
312,11852
312,11853
311,11854
311,11855
311,11856
311,11857
311,11858
312,11859
312,11860
313,11862
313,11863
313,11864
314,11865
315,11866
315,11867
315,11868
315,11869
314,11870
314,11871
314,11872
314,11873
314,11874
313,11875
313,11876
313,11877
313,11878
312,11879
313,11880
313,11881
314,11882
315,11883
315,11884
316,11885
317,11886
317,11887
317,11888
317,11889
317,11890
317,11891
316,11892
316,11893
316,11894
315,11895
315,11896
315,11897
315,11897
315,11898
314,11899
314,11900
314,11901
314,11902
314,11904
314,11905
314,11906
315,11907
316,11908
316,11909
316,11910
316,11911
315,11912
314,11913
314,11914
313,11915
312,11916
312,11917
312,11918
312,11919
312,11920
311,11921
311,11922
311,11923
311,11924
312,11925
312,11926
313,11927
313,11928
314,11929
315,11930
316,11931
316,11932
316,11933
316,11934
316,11935
315,11936
315,11937
314,11938
313,11939
313,11940
312,11941
312,11942
312,11943
312,11944
312,11945
312,11947
311,11948
312,11949
312,11949
312,11950
312,11951
312,11952
312,11953
312,11954
313,11955
314,11956
314,11957
314,11958
315,11959
316,11960
316,11961
316,11962
316,11963
316,11964
315,11965
315,11966
314,11967
314,11968
313,11969
313,11970
313,11971
313,11972
313,11973
312,11974
313,11975
313,11976
313,11977
313,11978
312,11979
312,11980
313,11981
313,11982
315,11983
316,11984
317,11985
317,11986
318,11987
318,11988
317,11990
317,11991
317,11992
316,11993
316,11994
315,11995
315,11996
316,11997
316,11998
316,11999
317,12000
317,12000
317,12001
317,12002
316,12003
316,12004
316,12005
316,12006
315,12007
315,12008
315,12009
314,12010
314,12011
313,12012
313,12013
312,12014
312,12015
312,12016
312,12017
312,12018
311,12019
311,12020
311,12021
311,12022
311,12023
311,12024
311,12025
311,12026
311,12027
311,12028
312,12029
312,12030
312,12032
312,12033
312,12034
312,12035
312,12036
312,12037
312,12038
313,12039
313,12040
314,12041
314,12042
314,12043
314,12044
315,12045
315,12046
314,12047
314,12048
314,12049
314,12050
314,12051
314,12052
314,12052
314,12053
314,12054
314,12055
314,12056
314,12057
314,12058
315,12059
315,12060
316,12061
316,12062
316,12063
316,12064
317,12065
317,12066
317,12067
317,12068
317,12069
316,12070
316,12071
316,12072
316,12073
316,12075
316,12076
315,12077
315,12078
314,12079
314,12080
313,12081
313,12082
313,12083
313,12084
313,12085
312,12086
313,12087
313,12088
313,12089
314,12090
314,12091
314,12092
314,12093
315,12094
315,12095
315,12096
315,12097
315,12098
314,12099
314,12100
313,12101
313,12102
313,12103
313,12103
313,12104
313,12105
313,12106
313,12107
313,12108
313,12109
314,12110
314,12111
315,12112
315,12113
315,12114
315,12115
315,12116
315,12118
314,12119
313,12120
313,12121
313,12122
313,12123
313,12124
314,12125
314,12126
314,12127
314,12128
314,12129
313,12130
313,12131
313,12132
313,12133
313,12134
313,12135
313,12136
313,12137
313,12138
313,12139
313,12140
313,12141
314,12142
313,12143
313,12144
313,12145
314,12146
314,12147
313,12148
314,12149
314,12150
315,12151
314,12152
315,12153
315,12154
315,12154
314,12155
315,12156
315,12157
315,12158
315,12160
315,12161
315,12162
315,12163
314,12164
315,12165
315,12166
315,12167
315,12168
314,12169
314,12170
315,12171
315,12172
315,12173
315,12174
315,12175
315,12176
314,12177
314,12178
314,12179
314,12180
314,12181
314,12182
314,12183
313,12184
313,12185
313,12186
313,12187
313,12188
313,12189
313,12190
313,12191
313,12192
313,12193
313,12194
312,12195
312,12196
312,12197
312,12198
312,12199
312,12200
312,12201
313,12203
313,12204
313,12205
313,12206
313,12207
313,12207
313,12208
313,12209
313,12210
314,12211
314,12212
314,12213
315,12214
315,12215
315,12216
315,12217
314,12218
314,12219
314,12220
315,12221
315,12222
316,12223
317,12224
317,12225
317,12226
318,12227
317,12228
317,12229
317,12230
317,12231
317,12232
317,12233
317,12234
316,12235
315,12236
315,12237
314,12238
314,12239
313,12240
313,12241
313,12242
312,12243
313,12244
313,12246
313,12247
314,12248
314,12249
315,12250
315,12251
315,12252
315,12253
314,12254
313,12255
313,12256
312,12257
312,12258
312,12258
312,12259
312,12260
312,12261
313,12262
314,12263
315,12264
315,12265
316,12266
316,12267
316,12268
315,12269
315,12270
315,12271
314,12272
314,12273
313,12274
313,12275
313,12276
313,12277
313,12278
313,12279
313,12280
312,12281
312,12282
312,12283
312,12284
312,12285
313,12286
313,12288
313,12289
313,12290
314,12291
313,12292
313,12293
313,12294
313,12295
313,12296
314,12297
314,12298
314,12299
314,12300
314,12301
313,12302
313,12303
313,12304
313,12305
313,12306
314,12307
314,12308
315,12309
316,12309
316,12310
316,12311
316,12312
316,12313
317,12314
316,12315
317,12316
316,12317
316,12318
316,12319
316,12320
317,12321
317,12322
317,12323
317,12324
316,12325
316,12326
316,12327
316,12328
315,12329
315,12331
315,12332
315,12333
314,12334
314,12335
314,12336
314,12337
313,12338
313,12339
314,12340
314,12341
314,12342
314,12343
314,12344
314,12345
314,12346
313,12347
313,12348
313,12349
313,12350
313,12351
313,12352
313,12353
313,12354
313,12355
313,12356
313,12357
313,12358
312,12359
312,12360
312,12361
312,12361
311,12362
311,12363
311,12364
311,12365
311,12366
311,12367
311,12368
312,12369
312,12370
313,12371
314,12372
314,12374
314,12375
315,12376
315,12377
315,12378
315,12379
315,12380
315,12381
315,12382
316,12383
316,12384
316,12385
317,12386
318,12387
318,12388
319,12389
319,12390
319,12391
317,12392
316,12393
315,12394
314,12395
314,12396
314,12397
314,12398
314,12399
314,12400
314,12401
314,12402
314,12403
314,12404
314,12405
314,12406
314,12407
313,12408
313,12409
314,12410
314,12411
314,12412
314,12412
314,12413
314,12414
313,12416
313,12417
313,12418
312,12419
312,12420
312,12421
312,12422
312,12423
313,12424
313,12425
314,12426
314,12427
315,12428
315,12429
315,12430
315,12431
316,12432
316,12433
316,12434
316,12435
315,12436
315,12437
315,12438
315,12439
314,12440
314,12441
314,12442
314,12443
314,12444
313,12445
313,12446
313,12447
313,12448
313,12449
313,12450
313,12451
313,12452
312,12453
312,12454
312,12455
312,12456
312,12457
312,12459
312,12460
313,12461
314,12462
315,12463
316,12464
316,12464
316,12465
316,12466
316,12467
316,12468
316,12469
316,12470
316,12471
316,12472
316,12473
316,12474
316,12475
315,12476
314,12477
314,12478
313,12479
313,12480
313,12481
313,12482
313,12483
314,12484
314,12485
314,12486
314,12487
314,12488
315,12489
315,12490
315,12491
315,12492
314,12493
314,12494
314,12495
313,12496
313,12497
313,12498
313,12499
313,12500
312,12502
312,12503
312,12504
312,12505
313,12506
312,12507
313,12508
313,12509
313,12510
313,12511
314,12512
314,12513
314,12514
315,12515
315,12516
315,12516
315,12517
315,12518
315,12519
314,12520
314,12521
313,12522
312,12523
312,12524
312,12525
312,12526
312,12527
311,12528
312,12529
312,12530
313,12531
313,12532
314,12533
314,12534
314,12535
315,12536
315,12537
315,12538
315,12539
315,12540
316,12541
316,12542
317,12544
317,12545
317,12546
316,12547
316,12548
316,12549
315,12550
314,12551
314,12552
313,12553
313,12554
313,12555
313,12556
312,12557
312,12558
312,12559
312,12560
312,12561
312,12562
312,12563
313,12564
314,12565
315,12566
316,12567
317,12567
317,12568
317,12569
317,12570
317,12571
317,12572
316,12573
316,12574
315,12575
314,12576
314,12577
313,12578
313,12579
313,12580
313,12581
314,12582
314,12583
313,12584
313,12585
313,12587
313,12588
313,12589
313,12590
313,12591
313,12592
313,12593
314,12594
314,12595
314,12596
313,12597
313,12598
312,12599
312,12600
312,12601
312,12602
312,12603
311,12604
311,12605
311,12606
311,12607
312,12608
312,12609
313,12610
314,12611
314,12612
315,12613
315,12614
315,12615
315,12616
315,12617
314,12618
314,12618
315,12619
315,12620
315,12621
314,12622
314,12623
314,12624
314,12625
314,12626
314,12627
314,12628
314,12630
314,12631
313,12632
313,12633
313,12634
313,12635
313,12636
313,12637
313,12638
313,12639
313,12640
314,12641
313,12642
313,12643
313,12644
313,12645
313,12646
314,12647
313,12648
314,12649
314,12650
314,12651
315,12652
315,12653
315,12654
315,12655
316,12656
316,12657
316,12658
316,12659
316,12660
316,12661
315,12662
315,12663
315,12664
315,12665
316,12666
316,12667
316,12668
316,12669
316,12670
316,12670
315,12672
315,12673
315,12674
314,12675
315,12676
314,12677
314,12678
314,12679
314,12680
314,12681
314,12682
314,12683
314,12684
314,12685
314,12686
313,12687
313,12688
313,12689
313,12690
312,12691
312,12692
312,12693
312,12694
311,12695
311,12696
311,12697
311,12698
311,12699
311,12700
312,12701
312,12702
312,12703
313,12704
312,12705
312,12706
312,12707
312,12708
312,12709
312,12710
311,12711
312,12712
312,12713
313,12715
313,12716
313,12717
314,12718
314,12719
313,12720
313,12721
313,12722
313,12722
314,12723
314,12724
314,12725
315,12726
315,12727
316,12728
316,12729
317,12730
317,12731
317,12732
317,12733
317,12734
317,12735
317,12736
316,12737
315,12738
315,12739
314,12740
314,12741
314,12742
314,12743
314,12744
314,12745
314,12746
314,12747
314,12748
314,12749
314,12750
314,12751
314,12752
314,12753
314,12754
314,12755
315,12756
315,12758
315,12759
316,12760
316,12761
316,12762
316,12763
315,12764
316,12765
316,12766
316,12767
316,12768
316,12769
316,12770
316,12771
316,12772
315,12773
315,12773
315,12774
314,12775
314,12776
313,12777
313,12778
313,12779
313,12780
312,12781
312,12782
312,12783
312,12784
312,12785
312,12786
312,12787
313,12788
313,12789
313,12790
313,12791
313,12792
313,12793
313,12794
313,12795
313,12796
313,12797
313,12798
314,12800
314,12801
314,12802
314,12803
314,12804
315,12805
315,12806
315,12807
316,12808
316,12809
317,12810
318,12811
319,12812
318,12813
318,12814
318,12815
317,12816
316,12817
315,12818
314,12819
313,12820
313,12821
313,12822
313,12823
314,12824
314,12825
315,12826
316,12826
317,12827
317,12828
318,12829
318,12830
318,12831
318,12832
317,12833
316,12834
315,12835
315,12836
314,12837
314,12838
313,12839
313,12840
312,12841
312,12843
312,12844
311,12845
311,12846
312,12847
312,12848
312,12849
312,12850
312,12851
312,12852
312,12853
312,12854
312,12855
312,12856
312,12857
312,12858
312,12859
312,12860
312,12861
312,12862
312,12863
313,12864
313,12865
313,12866
313,12867
313,12868
313,12869
314,12870
314,12871
315,12872
315,12873
315,12874
314,12875
314,12876
313,12877
313,12878
313,12878
313,12879
314,12880
314,12881
315,12882
316,12883
316,12884
316,12886
316,12887
317,12888
316,12889
316,12890
316,12891
315,12892
315,12893
315,12894
315,12895
315,12896
315,12897
315,12898
315,12899
315,12900
314,12901
314,12902
313,12903
313,12904
313,12905
313,12906
313,12907
313,12908
314,12909
314,12910
314,12911
314,12912
314,12913
314,12914
313,12915
313,12916
313,12917
313,12918
313,12919
313,12920
314,12921
314,12922
314,12923
315,12924
315,12925
315,12926
315,12928
315,12929
315,12930
315,12930
315,12931
314,12932
314,12933
313,12934
313,12935
313,12936
313,12937
313,12938
313,12939
313,12940
313,12941
313,12942
313,12943
313,12944
313,12945
312,12946
312,12947
312,12948
312,12949
312,12950
312,12951
312,12952
312,12953
313,12954
313,12955
313,12956
313,12957
313,12958
313,12959
313,12960
313,12961
312,12962
312,12963
313,12964
313,12965
313,12966
314,12967
314,12968
315,12969
315,12971
315,12972
315,12973
315,12974
315,12975
315,12976
314,12977
314,12978
314,12979
314,12980
314,12981
314,12982
314,12982
313,12983
313,12984
314,12985
314,12986
314,12987
314,12988
315,12989
315,12990
315,12991
316,12992
315,12993
315,12994
315,12995
315,12996
314,12997
314,12998
314,12999
314,13000
315,13001
314,13002
314,13003
314,13004
314,13005
313,13006
313,13007
313,13008
313,13009
313,13010
313,13011
312,13012
312,13014
312,13015
313,13016
312,13017
313,13018
313,13019
313,13020
313,13021
313,13022
313,13023
313,13024
313,13025
313,13026
313,13027
314,13028
314,13029
314,13030
315,13031
315,13032
316,13033
316,13033
317,13034
316,13035
316,13036
316,13037
315,13038
315,13039
314,13040
314,13041
313,13042
313,13043
313,13044
312,13045
312,13046
312,13047
312,13048
312,13049
312,13050
312,13051
312,13052
312,13053
312,13054
312,13056
313,13057
313,13058
314,13059
314,13060
315,13061
315,13062
315,13063
315,13064
315,13065
314,13066
314,13067
314,13068
314,13069
314,13070
314,13071
314,13072
314,13073
314,13074
315,13075
315,13076
315,13077
316,13078
316,13079
316,13080
316,13081
316,13082
316,13083
315,13084
315,13085
316,13085
316,13086
316,13087
316,13088
315,13089
315,13090
315,13091
314,13092
313,13093
312,13094
312,13095
312,13096
312,13097
312,13099
312,13100
313,13101
313,13102
313,13103
314,13104
314,13105
314,13106
314,13107
314,13108
314,13109
314,13110
313,13111
313,13112
313,13113
313,13114
313,13115
313,13116
312,13117
312,13118
312,13119
312,13120
312,13121
312,13122
313,13123
313,13124
313,13125
313,13126
313,13127
314,13128
314,13129
314,13130
315,13131
315,13132
314,13133
314,13134
314,13135
314,13136
314,13136
314,13137
314,13138
314,13139
314,13140
314,13142
314,13143
314,13144
314,13145
314,13146
314,13147
313,13148
313,13149
313,13150
313,13151
313,13152
313,13153
313,13154
312,13155
312,13156
313,13157
313,13158
313,13159
313,13160
313,13161
314,13162
314,13163
314,13164
314,13165
314,13166
315,13167
315,13168
315,13169
314,13170
314,13171
314,13172
314,13173
314,13174
313,13175
313,13176
313,13177
313,13178
313,13179
314,13180
314,13181
314,13182
314,13184
314,13185
314,13186
314,13187
314,13188
315,13188
314,13189
315,13190
315,13191
315,13192
315,13193
315,13194
315,13195
315,13196
315,13197
315,13198
315,13199
315,13200
315,13201
315,13202
315,13203
314,13204
314,13205
314,13206
313,13207
313,13208
313,13209
313,13210
313,13211
313,13212
313,13213
313,13214
313,13215
313,13216
313,13217
313,13218
313,13219
313,13220
313,13221
313,13222
313,13223
313,13224
313,13225
314,13227
314,13228
314,13229
314,13230
315,13231
315,13232
316,13233
315,13234
315,13235
315,13236
315,13237
314,13238
315,13239
315,13240
315,13240
315,13241
316,13242
317,13243
317,13244
317,13245
317,13246
317,13247
317,13248
316,13249
316,13250
316,13251
315,13252
314,13253
314,13254
314,13255
315,13256
315,13257
315,13258
315,13259
315,13260
315,13261
315,13262
314,13263
314,13264
314,13265
313,13266
313,13267
314,13268
314,13270
313,13271
313,13272
313,13273
313,13274
313,13275
313,13276
313,13277
313,13278
313,13279
313,13280
313,13281
313,13282
314,13283
314,13284
314,13285
314,13286
315,13287
315,13288
315,13289
315,13290
315,13291
315,13291
315,13292
316,13293
316,13294
316,13295
315,13296
314,13297
314,13298
313,13299
313,13300
312,13301
312,13302
312,13303
312,13304
311,13305
311,13306
311,13307
312,13308
312,13309
313,13310
314,13312
314,13313
314,13314
315,13315
315,13316
315,13317
315,13318
314,13319
314,13320
314,13321
314,13322
314,13323
314,13324
315,13325
316,13326
315,13327
315,13328
316,13329
316,13330
316,13331
316,13332
316,13333
316,13334
316,13335
316,13336
316,13337
316,13338
316,13339
316,13340
316,13341
316,13342
316,13342
315,13343
315,13344
314,13345
314,13346
314,13347
315,13348
315,13349
316,13350
316,13351
316,13352
316,13353
316,13355
315,13356
314,13357
314,13358
314,13359
314,13360
314,13361
314,13362
313,13363
313,13364
313,13365
313,13366
312,13367
313,13368
313,13369
312,13370
312,13371
312,13372
312,13373
312,13374
312,13375
312,13376
312,13377
312,13378
312,13379
313,13380
313,13381
313,13382
313,13383
313,13384
313,13385
313,13386
313,13387
313,13388
312,13389
312,13390
312,13391
312,13392
312,13393
312,13394
313,13394
313,13395
314,13396
314,13398
314,13399
315,13400
315,13401
315,13402
315,13403
315,13404
316,13405
316,13406
316,13407
316,13408
315,13409
315,13410
315,13411
315,13412
316,13413
316,13414
317,13415
317,13416
317,13417
317,13418
317,13419
316,13420
316,13421
315,13422
315,13423
314,13424
314,13425
313,13426
