1502	2
1502	5
1502	7
1504	9
1505	11
1505	14
1504	16
1502	18
1500	20
1500	23
1500	25
1499	27
1498	30
1497	32
1498	34
1500	36
1502	39
1501	41
1500	44
1499	47
1500	49
1501	51
1501	53
1502	56
1501	58
1500	60
1501	63
1503	65
1505	67
1506	70
1505	72
1503	74
1502	76
1501	79
1501	81
1502	83
1502	87
1502	89
1501	91
1499	93
1497	96
1497	98
1496	100
1497	103
1497	105
1497	107
1497	110
1497	112
1497	114
1499	117
1500	119
1500	121
1501	124
1502	126
1502	129
1501	132
1500	134
1498	136
1497	139
1496	141
1497	144
1497	146
1497	148
1498	151
1498	153
1498	155
1498	158
1498	160
1499	162
1500	165
1501	167
1501	169
1500	173
1498	175
1496	177
1496	180
1497	182
1498	184
1499	187
1499	189
1500	191
1502	194
1505	196
1506	198
1506	201
1504	203
1502	205
1501	208
1499	210
1499	214
1499	216
1499	218
1498	221
1497	223
1496	225
1496	228
1496	230
1496	232
1496	235
1495	237
1495	239
1494	242
1494	244
1494	246
1493	249
1494	251
1494	253
1494	257
1493	259
1493	261
1496	264
1500	266
1503	268
1503	271
1502	273
1502	275
1500	278
1496	280
1493	283
1492	285
1493	287
1493	290
1492	292
1491	294
1492	297
1493	300
1493	302
1493	305
1494	307
1493	309
1492	312
1491	314
1493	316
1494	319
1494	321
1495	323
1497	326
1499	328
1499	330
1497	333
1495	335
1493	337
1492	340
1492	343
1493	345
1495	348
1499	350
1503	353
1504	355
1504	357
1503	360
1500	362
1498	364
1497	367
1497	369
1496	371
1495	374
1498	376
1501	378
1505	381
1511	384
1521	386
1537	389
1551	391
1554	393
1547	396
1538	398
1537	400
1539	403
1544	405
1546	407
1549	410
1548	412
1543	414
1537	417
1532	419
1536	421
1541	424
1542	427
1538	430
1529	432
1517	434
1518	437
1527	439
1540	441
1545	444
1546	446
1540	448
1538	451
1538	453
1541	455
1542	458
1541	460
1532	462
1522	465
1523	467
1533	470
1544	473
1554	475
1547	477
1531	480
1522	482
1517	484
1515	487
1511	489
1508	492
1504	494
1499	496
1494	499
1492	501
1496	503
1499	506
1492	508
1475	510
1459	514
1452	516
1450	518
1454	521
1471	523
1488	525
1511	528
1526	530
1542	532
1544	535
1533	537
1519	539
1522	542
1528	544
1532	546
1529	549
1516	551
1508	553
1503	557
1494	559
1487	561
1487	564
1504	566
1528	569
1546	571
1549	573
1534	576
1514	578
1497	580
1485	583
1483	585
1486	587
1492	590
1489	592
1475	594
1465	598
1461	600
1461	602
1462	605
1465	607
1472	609
1481	612
1484	614
1484	616
1484	619
1490	621
1489	623
1483	626
1475	628
1481	630
1496	633
1512	635
1524	638
1532	641
1532	643
1535	646
1531	648
1544	650
1552	653
1551	655
1551	657
1547	660
1527	662
1507	664
1494	667
1494	669
1491	671
1486	674
1478	676
1479	678
1491	681
1497	684
1494	686
1484	689
1491	691
1511	693
1529	696
1543	698
1554	700
