1522	2
1523	5
1522	7
1521	9
1522	11
1522	14
1522	16
1521	18
1522	20
1524	23
1526	25
1528	27
1528	30
1526	32
1525	34
1523	36
1520	39
1519	41
1518	44
1518	47
1516	49
1516	51
1516	53
1518	56
1518	58
1518	60
1518	63
1518	65
1517	67
1518	70
1518	72
1518	74
1518	76
1518	79
1518	81
1519	83
1520	87
1520	89
1518	91
1516	93
1516	96
1515	98
1515	100
1515	103
1516	105
1516	107
1516	110
1515	112
1515	114
1516	117
1516	119
1516	121
1515	124
1516	126
1517	129
1517	132
1518	134
1516	136
1515	139
1515	141
1515	144
1516	146
1518	148
1520	151
1520	153
1520	155
1519	158
1519	160
1517	162
1518	165
1518	167
1518	169
1518	173
1519	175
1520	177
1519	180
1519	182
1519	184
1519	187
1518	189
1516	191
1515	194
1515	196
1516	198
1517	201
1518	203
1519	205
1519	208
1519	210
1518	214
1517	216
1517	218
1518	221
1518	223
1518	225
1518	228
1518	230
1520	232
1521	235
1522	237
1521	239
1520	242
1519	244
1518	246
1518	249
1518	251
1518	253
1518	257
1518	259
1519	261
1520	264
1520	266
1521	268
1521	271
1521	273
1521	275
1521	278
1522	280
1523	283
1523	285
1522	287
1521	290
1521	292
1520	294
1521	297
1521	300
1521	302
1520	305
1519	307
1518	309
1517	312
1517	314
1516	316
1517	319
1517	321
1517	323
1517	326
1515	328
1514	330
1514	333
1514	335
1514	337
1515	340
1515	343
1515	345
1514	348
1513	350
1511	353
1512	355
1513	357
1513	360
1511	362
1509	364
1509	367
1511	369
1513	371
1515	374
1516	376
1517	378
1519	381
1520	384
1521	386
1521	389
1519	391
1517	393
1517	396
1518	398
1519	400
1519	403
1516	405
1513	407
1513	410
1514	412
1515	414
1515	417
1516	419
1517	422
1517	424
1517	427
1517	430
1516	432
1515	434
1514	437
1514	439
1514	441
1515	444
1515	446
1514	448
1513	451
1512	453
1513	455
1514	458
1514	460
1513	462
1513	465
1514	467
1515	470
1516	473
1516	475
1516	477
1517	480
1517	482
1518	484
1517	487
1515	489
1514	491
1514	494
1514	496
1515	499
1516	501
1518	503
1520	506
1521	508
1521	510
1518	514
1515	516
1514	518
1515	521
1516	523
1516	525
1516	528
1517	530
1518	532
1518	535
1517	537
1516	539
1515	542
1515	544
1515	546
1515	549
1516	551
1516	553
1516	557
1516	559
1516	561
1515	564
1514	566
1514	569
1515	571
1517	573
1517	576
1516	578
1515	580
1516	583
1517	585
1516	587
1516	590
1516	592
1516	594
1516	598
1516	600
1517	602
1518	605
1521	607
1522	609
1521	612
1520	614
1518	616
1518	619
1519	621
1519	623
1518	626
1518	628
1517	630
1517	633
1518	635
1519	638
1519	641
1518	643
1519	646
1519	648
1519	650
1519	653
1520	655
1521	657
1521	660
1522	662
1523	664
1522	667
1521	669
1521	671
1521	674
1522	676
1524	678
1526	681
1528	684
1529	686
1529	689
1528	691
1526	693
1524	696
1522	698
1521	700
1522	703
1521	705
1521	707
1522	710
1521	712
1518	715
1516	717
1514	719
1515	722
1514	724
1513	727
1513	730
1514	732
1514	734
1514	737
1512	739
1510	741
1512	744
1514	746
1515	748
1516	751
1516	753
1518	755
1519	758
1519	760
1520	762
1519	765
1519	768
1519	770
1518	773
1519	775
1521	777
1524	780
1527	782
1532	785
1534	787
1532	789
1526	792
1522	794
1522	796
1521	799
1521	801
1520	803
1519	806
1520	808
1521	811
1522	814
1523	816
1525	818
1533	821
1540	823
1544	825
1545	828
1541	830
1535	832
1534	835
1534	837
1533	839
1529	842
1525	844
1521	846
1518	849
1519	851
1520	855
1521	857
1523	859
1528	862
1532	864
1535	866
1534	869
1530	871
1528	873
1526	876
1524	878
1522	880
1522	883
1522	885
1520	887
1516	890
1516	892
1518	894
1518	898
1518	900
1518	902
1518	905
1518	907
1520	909
1531	912
1546	914
1554	916
1554	919
1544	921
1533	924
1528	926
1525	928
1524	931
1522	933
1522	935
1523	939
1526	941
1530	943
1530	946
1529	948
1526	950
1522	953
1520	955
1521	957
1525	960
1527	962
