1539	2
1538	5
1538	7
1537	9
1538	11
1539	14
1540	16
1540	18
1540	20
1539	23
1538	25
1537	27
1536	30
1535	32
1534	34
1533	36
1533	39
1532	41
1532	44
1533	47
1533	49
1533	51
1532	53
1531	56
1532	58
1532	60
1532	63
1531	65
1531	67
1531	70
1531	72
1531	74
1531	76
1531	79
1531	81
1531	83
1531	87
1530	89
1530	91
1530	93
1530	96
1530	98
1529	100
1530	103
1531	105
1532	107
1532	110
1532	112
1532	114
1531	117
1530	119
1531	121
1531	124
1533	126
1534	129
1534	132
1533	134
1532	136
1533	139
1533	141
1535	144
1537	146
1538	148
1537	151
1536	153
1536	155
1535	158
1536	160
1535	162
1535	165
1535	167
1534	169
1533	173
1533	175
1533	177
1534	180
1534	182
1534	184
1534	187
1534	189
1533	191
1533	194
1532	196
1532	198
1531	201
1531	203
1530	205
1530	208
1530	210
1531	214
1533	216
1532	218
1532	221
1531	223
1531	225
1530	228
1529	230
1530	232
1530	235
1529	237
1528	239
1527	242
1527	244
1527	246
1527	249
1525	251
1525	253
1524	257
1523	259
1524	261
1524	264
1524	266
1525	268
1526	271
1527	273
1528	275
1529	278
1530	280
1529	283
1528	285
1526	287
1525	290
1525	292
1526	294
1526	297
1527	300
1528	302
1528	305
1529	307
1530	309
1530	312
1531	314
1531	316
1531	319
1531	321
1530	323
1530	326
1529	328
1529	330
1529	333
1529	335
1530	337
1530	340
1530	343
1530	345
1530	348
1531	350
1532	353
1531	355
1531	357
1530	360
1530	362
1530	364
1531	367
1532	369
1533	371
1532	374
1531	376
1530	378
1529	381
1528	384
1527	386
1527	389
1526	391
1525	393
1524	396
1523	398
1522	400
1521	403
1521	405
1521	407
1522	410
1522	412
1523	414
1524	417
1522	419
1520	422
1519	424
1519	427
1520	430
1521	432
1523	434
1526	437
1526	439
1525	441
1523	444
1521	446
1520	448
1520	451
1519	453
1519	455
1519	458
1520	460
1521	462
1521	465
1521	467
1522	470
1523	473
1525	475
1526	477
1527	480
1526	482
1525	484
1526	487
1527	489
1528	492
1530	494
1530	496
1530	499
1529	501
1529	503
1529	506
1527	508
1526	510
1525	514
1523	516
1523	518
1523	521
1525	523
1527	525
1527	528
1526	530
1524	532
1522	535
1520	537
1519	539
1517	542
1516	544
1516	546
1520	549
1524	551
1529	553
1534	557
1536	559
1534	562
1528	564
1522	566
1518	569
1515	571
1511	573
1508	576
1506	578
1505	580
1506	583
1507	585
1509	587
1510	590
1510	592
1509	594
1509	598
1510	600
1512	602
1513	605
1512	607
1508	609
1505	612
1504	614
1506	616
1508	619
1508	621
